MESEC	DAN V MESECU	Umrli
</div>

<script type="text/javascript">
//<![CDATA[
var theForm = document.forms['aspnetForm'];
if (!theForm) {
    theForm = document.aspnetForm;
}
function __doPostBack(eventTarget, eventArgument) {
    if (!theForm.onsubmit || (theForm.onsubmit() != false)) {
        theForm.__EVENTTARGET.value = eventTarget;
        theForm.__EVENTARGUMENT.value = eventArgument;
        theForm.submit();
    }
}
//]]>
</script>


<script src="/SiStatData/WebResource.axd?d=Np8gy1f-eo2SssWdMZjSraaX06URX2iPgkWLzGTTZHkj2BD-itBpc5OoBARrNzClA1knQ4KmxRb6PEIii2I23LbRiqFADE5mREaK0MMEY3I1&amp;t=636776761224055265" type="text/javascript"></script>


<script src="/SiStatData/WebResource.axd?d=hS1pT98l6sDEaDcCDWrG3tT1QIpQIDmv8EtsfYVfGWnR4S1fiE8HEUWBV5S84sNhK5K069ZLFcUWjN1YhceXrCttrPthzBkvvnbNyb6E3pSgFJgH3ndnboF7rL8dpS0r6DGhaRO39vRlqLMOHdSMmA2&amp;t=637195340080000000" type="text/javascript"></script>
<script src="/SiStatData/WebResource.axd?d=LKAq535uZQetGlOh8spVGrbdhwDvIyafUhw-60TZmrc6EUwdQuwZzRJYoDe10wdBOVbzQh3z5WlCB9s4ZOO3MPy_Z_H41PsftQWjdeoiqkwppunTPsDIwA_YKEpeXP64tq_QAJGeqprR6Z5EAmbp1w2&amp;t=637195340080000000" type="text/javascript"></script>
<script type="text/javascript">
//<![CDATA[
var level =1;function WebForm_OnSubmit() {
document.getElementById('ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_SelectHierarchichalVariable_SelectHierarchichalVariable_VariableTreeView__VIEWSTATE').value = GetViewState__AspNetTreeView('ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_SelectHierarchichalVariable_SelectHierarchichalVariable_VariableTreeView_UL');
return true;
}
//]]>
</script>

<div>

	<input type="hidden" name="__VIEWSTATEGENERATOR" id="__VIEWSTATEGENERATOR" value="EA5E57B3" />
	<input type="hidden" name="__SCROLLPOSITIONX" id="__SCROLLPOSITIONX" value="0" />
	<input type="hidden" name="__SCROLLPOSITIONY" id="__SCROLLPOSITIONY" value="53" />
	<input type="hidden" name="__EVENTVALIDATION" id="__EVENTVALIDATION" value="/wEdAM4CksTu5RqxUW4edN7txY3pXgPdbnDMcXeqiuIvfgPMW+wXvweBSpUpoGxWAJPBiWEysSS/O5WLJ5elkHQIKJ+4DHPeu2Bj5ViEkX7v9HXwwIRvykQaOAHo2kpeV/c5MK6sH+O2ZzVVhOaVk3J+/4UJO3yCVpsxoo8D/yD7ypLhDtoVzoDjJ3fkL1wYk3qAp7+IjitIS04lZOh6ToUyKCzaRRx1VU2Mlb741d3kHmrNmvo0t303WcWvS5ZrjMgkRNnvEEUzfY72CUEUldFjURmz6xudyY7YOKQxd4Ds5xxrudY6OP2Ld+3pgviU3AiCyMGGVS7eaZuKwRP0UlW85w3ubjBs1WY2tWTc8h/JEG+VaW7zwqQeJRNZk7vwbAVndFeWPQL4IxLJtBokAHMlRqzxAij5KZvPYtTMYoat+ywH922m2C8Poewlxl4tXLb8pu5G4S9yDFCUGbeSJ0xiK2SNzVwpAcx0hP2dwMKtOJrUroZNHPBn09G9Cirr+FjcT2Hl2shJqS9VmeQs4uvRXr4Qsa68kkc+10B2nwQjKQ8HvAhDXv4C7wMCmZtpfAKfpshcYRFvHWQ/AnKO+GYpgP3PpCh9Lgih1bKRuAcRsh95ziSCfWTi2S5i++IFoOGJG5WosPNmxxv20hwVE9ZlkJVZ9sKuic6bms1VmhDUFyoZePzHQEQJFL0iKQH+MjkfJe2deIqWvGryoRiZ9sQ2UCFlabWEmKIaKcEd4i8O+85RF0s+cGI2hcHSMeOUyWOHM00blgB8A+7ogi93R0vH0chXoWYvuYAZdUiJhwxsQei6JYvz2+CdSFBY9pYkHChQJ3LOAZ6qNHPCzgiF5vXX4+fb7N9pCz4+kSvDTtZXR1ZmFdvnU7Vd6yRweceZ61gBqEhUasJKW8qxUK+dH4sCb2N7MS/8v8dA7gE3tWklbo9Mr7DoJrAw7wfOxPSGn9aGOWz/P6E0QXVKim7iDlWffphBBCezzBkYJzOOeJOh0qIJFbLrQxD/JGXtcGVL9baexx3POw5oq0IQl7DgKvwpR+ckP7EKLlKzxyTxZJ2XuoDMgBgTMByvHqFkkPS8tpSNLP+ck91F3nzPoxTnF5uTZhKkpSrfV+stm/vuHN+LhxAfB1dgh8dOAdRt7YKmPyGD37c4pAOiHs9t0DjYpR3Qlw+CemYtZCkyP5vuWVAb7+V+MgvNiv6jHzTq63/MhCnrqwubwqEVnROwd7lsOt28ARETZnNH4M6NkzlOCD8AMllyyidnLv/ZHxGPJqkP5R2AxfjG+1ubdpoTxiSyOkROCHgcG10G5MK52BXKNKRwYg3+jJ+QUP/Hwec/0GYABEsaDUW8g2gRx1mYY8hq60zbT56MLh0N89bHk6vk68t6aF6DhkXlxvmZnbRHY7hkSxZeH9WXdeYF53nC/TvIfVb/bBsUGC3+c9wgiIPe+RKB8QWADNY3tAr6SGmk9jR/51qTvM5i9dlG5w7g18clwzwmOz4RLQSWImBxBlLs+HDCHeLHkB9Mwa3lj2HdmKTc5j0zYnG0tO439pBnNYmRwBmCF3/qWpU2fdEdMTqwoEtampeEtYi1zMKbSoMSS2wV3+ddsD3zEUvCW4qtjBQlgOmC9VGY+B/kEYqqOucaUnaEhwkxaKM84SZJ6COpYXtWsCWG5f5qdPKLRhG5R1MVdXzRtN4soi9MYG3V1DOuQGOEcNKIUm347XFpykTX1YSK+2lMyjWBgthG83hfArvdJkrAdGG6H0S2RxADxNUtGM52mKZi3YthdEgz5KyVQ60qWTCNYobyUobNM36d2NidKFCIn2GyqByFLh6JAj7WS8irdpRuvwAnrzV0hoz5JWN5z7iQxLVjPdlOg92Uek4aH3yz0+PEgVZacQl3Ty9/TcUMx02KKtKqG2qYxaaj/+yekEumaLJAzU/dzICCZ/G3LFMlkOs7KRilwptj0FtI/CgR3dcbSkSWAb/LGbv1u7fQOS65AgBeXRSaErH97NewUkDjn7oycCj4v5XSw/8H7X13XLM15xKpPqkGzbaXH9NvxDMRiygX2XhrAaiIbrQl/S8hex41zTNPH4ZqM564n6sM3BEgxCbM7kE0lMQ4ou0OL2v8Lh6PxTa9zHpQatC/ZAb5D1RSz8cVFKawt5MR5aNDTt/+s+oM+bzgYrqfll76R9wqZbuiSnv5a7YXgX3XF6Sy9nvebFWF5l3ja3O/poRkv73iudSjLE0lvVbG0tgzn7E9kxzVj2woCWM+hKOCSKheK2C5tT4Ym64oZErWQNp/uXafgVioTubOoIqP8HjC2Fjm1hbz9yZWmaDfLNUUdm4beDTQcenUaVlCT4n1e6UdLuFDlmOaLGaVsWl9gLIY5jMY6MOhF2Bl/z66V8rm1zr8qHAzIm2xnyJCe/MUwnAde6AJn3iRC+H+nj8S1yK2G1bajuqIDeLd3vbUjvbRSc3NgsURTEroD8xLFrqUlUzIq0cqj6STVaX7iPFDm10YwY6fFwRz2Qvrgv1JVbBhZYhTSZ3oEeKMr3uY3Vkp/7L/LeUuboCAQjUg6IeiNBWi8XNsADANW5Iap/wGsR4HtmEa3I/CGZbjNQo8TDQe1oNq7WPS5cAnvktW7kPfGUK9q/tjgvAzNARlIG6ToaXtkGc8+pWhyQymkpVmmgzGdkyA+mypvLs//zQIFX4W169AQLoAWgpomTbqL6zkX2bkVDeYnKARiS/gZn9Hl+TUE5K85SgBhEUUYCfyZVCoQy8B8kH26Eulak7dC8u1pNveIRL5u0z9J0B10tlLxwf/6qmYF8CKmaPLIjaMHTZzq3V4/nXZoFDSIdJyfZ9syAk+4oPhjvB4ulZFKL5ETFvwnBIbKmpx9Me+0VD0Bkf+5PCAaPe4ucASuQ/z5v3J+cHTirbr+U9Dhey0xUANeCwBA1wiyxvqzNL1x9CDuZBVKvxfKIv2t2sw8Ulz1f9eVzLaXvB8BkeNizN7pLVnp4a7gHs39s/qSl/ILG7BpDfE7eNqTxeHJoHmZkpW5TicecIJvSOOVYf22ajFc8R0h3k8OeBDVPcefS83IAxDdQRXqmUe5wWAuhYBvQoMOk4sNhzzFeu+B4AnKP7PFDEWBzN+79SrMof2zL52vyeaiUsScr57cqOvZ+Z1TmtxptctFVdfbzeiohtGhOWl9D338maJqLZo2CaY1cM8X/3tW6fz0jOPj1vEqQJ2Nb4cVvRIXpwX9ilB5Eg/CBl3hJoFS5vh7CENcKyITkdgPa5rXoLPpylaJCTECj2GdSAatEhe9LkHNoNMszq8D+9XRYP5j/MrS0hVV7pFe8Ldh7EyuZBJ+1cJ5NrlLTXL6ns0khOjfBZUSywcSQLR6vaaRRfiLa1RTgWn9at/Y2lGeXdO36+3fV1mOcsk6CiwnK1UYDBPKgG973mLIks1OMKpdgWZ0nplbW7ew9feul5goQVkKj9GTS+fHtRttFaqkXKN8tpQCCi/oE3nBCAMGQ2/EwqFzCbAmUFqdE8em+osGgTUMTzE6gm2iQeRYscJTAwC1Kz1DdFsy9E+Xe4RfbuQQKNVbWrGCHFyk552b3GIXNIMkD9vZTClZRyrWditiOc/gfUu3P0OWeP8VibYshYRP2ECcUSy2Ox3Fwdk3XoMj88f4KCeRK55Vk6P5cIbF6n4VlBnUsPTOajkgAbOxq7MqzPhEWEK92MAZ0hIzmYDweX8pk0yAWmOetb+aHAcDpoHhKXXh/Xtx+pmyg/GlmazzgEG1S3dadExVHzU3DP052n/YkEYGsXSJM2oxFL0FKPjlBmx9Oh8dsPFwbBaO+XMd51+5vcENQsSovfxz/z+HQ0b5/fhBnmYaF5J00oYxo/6BzEYu2Z2lTtQ6EDXpxcWI6y0MdGAABs61drelAk5WZEH0kj5i6ZP1sCEAv8xWlyTUuvGDgMmyf34FTQx6CY+438K8jIoJZzMCgUF5cdGlwijclrgIwXC6HtGB86Jp7/7uY5XDgObzG/A41q9VfGtrUKe/1zutx7Ji/pfX1HZ1Gqui/toEa8/CgZmC5rCFDigq5RDY4GyxkqgvUvsgXxagiNE3RzN2v0gQ3QZIqYqmFV5+pY2ae84I4y2ZWGdXQsNUIaYI9jop7A//KsjfwyhQepVRIOgCPgPTOqyXbu5V5FpewgPAxh+iL+mh/HNnkK4EXZrJsQYesNrOiqLFbWRvWrDlURoeuG1oyJcelZ2q2dYRh9+fDkjFobsNWesriU3hGI6CL+1LMid5NrgoCUFenZOvaD/gAQdIBwR2F7QojLYGhx++TPFHBXx8VM9vJF2Ynm+832D+h+9lV/5vN75hTNng6XuUUbv83m5Yt9EaRri5Gg46bRzIxUOtBablC3T4WjnO433JSSjBcoDAbRjc0GoW69G+OTlcWg5YMKwPr61RdTbCmylwFbw8vi0Onynb/N/RAsl/W/5v3SSxirhNBp5CO5h4kOIOTCTrqye+4kpWKkQ1R3l1qNsj3P1vAmxk1y/goZnAXmcyx0cziz+j+A1Fz5iXOgjR5GAmpsePEpNKsoy0mMA2eKKfPcrPzpq9LJ+GRdEqjT7lIQVsOb19FeGEKfF0fm47P5jha/tFe8nhGvli6RzKp9se+UsbNRK+Y4YEimNOqY71m2Op2DSIQt1dZnmj3UAuSMNSAS2QpJwqT/ZhljwD6xHJRkRVMIWyHLlXTtPSyWo6zeSGOO5/AGRfFg6GBLWGlIXCNkPog8foe8of1V0v1lhH//O5ZA8a8mwDia8BYtA+BQXn54dEsAr5KUgeDzt62+z6zkIFsJ0BVb3NmN404vWp+3rSbG+PeJ968VteHTEYb4RUQ2F+EHU0E+rRiL+TiQh4gg1mQYdpcbMUvrDdIWU657A4UYFf0O1/MIJtWux0DU/hhcQCDijvcKvYMWUjGmw4ZcAXzL2MNueo2PkG598LTeVA780o8Cav25WvM/35DMA2acOqaNG1zPbATUM/IWH61RTBW2zV5ZlQAbU5Fu1OLF03VdC9coPZeK5cuMbSmTrkf1qEPk0EngkH1G3DTWBb03fAm2mF/PDu44SEN1P6o4Sg1F/m8k7jd1vkAnFR+NMvErFatA9NULz7jfKDPJqKWX8cuuqFq4yDFOpfeEfnIDX965mGq3apyeiMd4N9C5LkUktIE8y+VDOWy05C5DVZJcjpx/jXzrSkT4riGeH8uzIwED3KRJqutMPolc3FH6iGOx91WR2ij2IiFC0EDwfnuPSSXvRPAghefBsSDlfgOWHRA6duXC/NaPTEzChtciAZpDbWeX5/57Lo8tzo8r1Sw+IrrlCzqSMXOheIwJ+MSF+0J2QoesLgKzk992mBs4UmRJupd38JSJGYqUbTadxcwXW+f9fooY8XEH4QoygvWMS7+TnfgqkXnv/yi2wSgBBimtKCV26f+G8GRQKFWulnOkUmoQzQMtTYbZDduU5u4qx7EFmoj0TPvecsapPse0gPf3Pk0UiWF5tLitippXZeiTJad8gs2S+d5YNLpqT+hNzImsAcUMEefq4hILVfmCbCHcoYmCP+Xzhm/JcYs9ugUY+UzlY6qwUHVeAeRF9r/4h113c2n9k1iTk8obDZmzwr7XR4JRJsDlnnzk3nmAVR+VdgEhn4LWT6ODPSuwwE9lUd8qBsgCqetmNR3ucXUERXanHsyLpNtV2L3iEXXwOG1W4NDGspIB3l5CKOq+l4pJ72DFiZVUUbR2l8+wxfDUJS7qNjIAa8zRNXxJbu9VOIo1hMwqSAm8PnWEVY7dZCegTooqDP6V0MSHZwrRqlgnCnaU2PhMBiD2OBzKWG11zMlvdRNgQCpBXEKPgGW2Qyvks5XHlb2bFUGJcc3V9wLubTrpD9xdfhajvo8BWC6HegmuI0mqySGojMwUXN0/3AJs0/DhovIFITS8xVooG/ZuHwNFD1cWStlZs+WX8npx0GfvT5eZsxyDmW4I52WMjR5zsOQx6BRwbeGUA1YG+w1WTJPtt0HKz3TYXc9UFKtrARI8AKdmCHLcAMbXU/JoyxqAOWJZP2+4iOh2xpIkWWvu95BZY+LlwQgKVOFYV21Luw2XX8yAdVGgXSpOFm81aArY/ineA8uPbV3+FFrATekjGOMa69TPfaDDPEyaYFl2p5X/jvH2tvBqVpTvDYITzAlXHRp2aWbu1lBJMlb+3S7H/q2Ks7M8MhZwlb13eq57t190o7I7TNz7ZLacmxxcWxqcg8COP096+ObFwtLc8QOBM5X/tmndXZuo70PNLr+A+4sY7on3iyb9ucrp0EZf+usiba6yDx8i2LNZ9YHjYFARoiNnoL0Xqhae3Cf1kDv4+l0CA7Rc7sdIC6xDtCH4yoRR26mtAf9jrq5pnuGZ70L5AONHC/vFYxc1XlzE1KBJqzrbqZ+g2ckC66BMXToZRXegi2culkMQ8FaDbhQlTvmvziB3Os2R75SuWKw19/en58R19z6kAT7ijRo7o5L6RAbnTWzQNFLgEISl5uloBTdVt+HnSOoa1Fh69ho6iYgyBc/yydaLGE+ooeX24dkkE5MDubZQsHE0lJG7szHHHuBp/qdKontVY97hicfIqp+585jy+4z1cOSV7BVTQOSlVSzb8C2bu5HBd10x0yohX4JXv40o4pzuqQc1ZwxAQEad2mvABVNXiwM4YFDTz4kOadayYyv/Tmav4bFAnZc6zAYVndlJ0Qm7u9GfyUM9ptZ+SbtsxtsSJNGKrZ1aPzzlYsXXnEa3D7rhH0s6Mu+ZMJP+r80g/o3LMTpPVCz3HzFgKg0N58g1nsJxZff0qzwQx2KcU7mJMYQlfdEQSx+/6gGfuzeDRNgYZJqeo/JoESShdGMe0s93/D+ctPdmfIBtD9YZVCo6GbQNuTJDbKrF2kdgcxcma+Wd/xIr3+p4V3SdTdGJaRlYZ2CYRbKomcAAtbeL03fXHCABKAmMLgFGzYiouyhgxFJH3hzXyJIvrdABg88IKRjxKoQLWI/CDmNId9tEL68ev9EvSJ9XruE1kgtipai7dzYKBvqQ/nG4bg6aPPMxUokN69e2kbSMP99D4MuQzPTDdHKcsJJKL3ydT6uRFvsvqTqjVPAS/rwPpQU3svQFe0pNkEm4Yzn7WaqHIezVfh6EgWLzOfoJ8LtpU2qhfrcp2GEq514Syqmst/9vSxjztSJp/2eyxAsOHU9Lt/SZO" />
</div>
						<div id="wrap"> 
							<div id="header" class="header">
								<div class="headerleft">
										<img src="../../../../Resources/Images/px-web-logo.gif" id="ctl00_imgSiteLogo" class="imgSiteLogo" alt="SiStat" />
										<span class="siteLogoText">Podatkovna baza SiStat</span>
								</div>
								<div class="headerright">
									<select name="ctl00$cboSelectLanguages" onchange="javascript:setTimeout(&#39;__doPostBack(\&#39;ctl00$cboSelectLanguages\&#39;,\&#39;\&#39;)&#39;,&#32;0)" id="ctl00_cboSelectLanguages" class="cboSelectLanguages">
	<option selected="selected" value="sl">slovenÅ¡Äina</option>
	<option value="en">English</option>

</select>
								</div>

								<div style="clear: both;"> </div>
							</div>
							<div id="breadcrumb">    
							   <div id="ctl00_breadcrumb1">
	

<div class="breadcrumb_container">
    <!-- <input type="image" name="ctl00$breadcrumb1$breadcrumb1$HomeButton" id="ctl00_breadcrumb1_breadcrumb1_HomeButton" class="breadcrumb_homebutton" src="" style="border-width:0px;" />-->
    <a id="ctl00_breadcrumb1_breadcrumb1_lnkHome" href="/SiStatData/pxweb/sl/"><img id="ctl00_breadcrumb1_breadcrumb1_imgHome" title="ZaÄetna&#32;stran" class="breadcrumb_homebutton" src="/SiStatData/WebResource.axd?d=5kLLjWzURNBdyovLpJmwuoUF4VVg0uYO6csTfE7aQFaySdUAv1gaRWyZfDkCHtODG31-Q04sukq9c9oIzfmiq2HFyyRL5kIlqQq13e98GjFiBvy2NLJ7op5whjNMDmDyXu48aC5X9E_kB2U9AH-KZA2&amp;t=637195340120000000" alt="ZaÄetna&#32;stran" style="border-width:0px;" /></a>
    <span id="ctl00_breadcrumb1_breadcrumb1_lblSep1" class="breadcrumb_sep">>></span>
    <a id="ctl00_breadcrumb1_breadcrumb1_lnkDb" class="breadcrumb_text&#32;breadcrumb_dblink" href="/SiStatData/pxweb/sl/Data/">Data</a>
    
    
    
    
    
    
    
    
    
    


    <span id="ctl00_breadcrumb1_breadcrumb1_lblSepBeforeTable" class="breadcrumb_sep">>></span>
    <a id="ctl00_breadcrumb1_breadcrumb1_lnkTable" class="breadcrumb_text_nolink">Umrli po dnevu smrti, Slovenija, meseÄno</a>
    
    
</div>   




</div>                       
							</div>  
							<div id="navigationFlow" >        
								<div id="ctl00_navigationFlowControl">
	<div id="ctl00_navigationFlowControl_navigationFlowControl_panelShowNavigationFlow">
		
    <div class="navigationFlowArea">
        <div class="dottedlineLeft" ></div>
        <div class="dottedlineRight" ></div>
        <div class="row1">
            <a id="ctl00_navigationFlowControl_navigationFlowControl_firstLink" href="/SiStatData/pxweb/sl/Data/Data/"><div id="ctl00_navigationFlowControl_navigationFlowControl_firstItem" class="col1&#32;passive">
			                
				    <div class="number" >
					    1
				    </div>
				    <div class="text" >
					   <span id="ctl00_navigationFlowControl_navigationFlowControl_lblFirstStep">Izberi tabelo</span>
				    </div>
			    
		</div></a>
            <a id="ctl00_navigationFlowControl_navigationFlowControl_secondLink"><div id="ctl00_navigationFlowControl_navigationFlowControl_secondItem" class="col2&#32;active&#32;">
			
				    <div class="number" >
					    2
				    </div>
				    <div class="text">
					    <span id="ctl00_navigationFlowControl_navigationFlowControl_lblSecondStep">Izberi podatke</span>
				    </div>
			    
		</div></a>           
			<div id="ctl00_navigationFlowControl_navigationFlowControl_thirdItem" class="col3&#32;future">
			
				<div class="number" >
					3
				</div>
				<div class="text" >
					<span id="ctl00_navigationFlowControl_navigationFlowControl_lblThirdStep">PrikaÅ¾i tabelo</span>
				</div>
			
		</div>      
        </div>   
    </div>
    <div style="clear: both;"></div>
    <div class="fullscreen"></div>


	</div>



</div> 
							</div>      
						
							<div id="content"> 
								<div id="place-holder">
									

    <div id="ctl00_ContentPlaceHolderMain_TableInformationSelect">
	<div id="ctl00_ContentPlaceHolderMain_TableInformationSelect_TableInformationSelect_TableInformationPanel" class="tableinformation_container">
		
    <span class="hierarchical_tableinformation_title">Umrli po dnevu smrti, Slovenija, meseÄno</span>    
        
    

	</div>
</div>
    
    

    <div id="PageElements">
        <div id="ctl00_ContentPlaceHolderMain_PanelTabs">
	
        <ul  >    
            <li><a href="#VariableSelection">Izbor podatkov </a></li>    
            <li><a href="#AboutTable">O tabeli</a></li>   

        </ul>
        
</div>
        <div id="VariableSelection">
            <div id="ctl00_ContentPlaceHolderMain_VariableSelector1" ViewPageUrl="Table.aspx">
	<div id="ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorPanel">
		
    
    <div id="ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorMarkingTips">
			<span id="ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorMarkingTips_VariableSelectorMarkingTips_MarkingTipsLabel" class="variableselector_markingtips_text">Za prikaz tabele izberite vrednosti, ki jih Å¾elite prikazati, in Å¾eleni naÄin prikaza. </span><a id="ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorMarkingTips_VariableSelectorMarkingTips_MarkingTipsLink" class="variableselector_markingtips_link" href="/SiStatData/pxweb/sl/Data/-/05L1018S.px/tips/">Navodilo za oznaÄevanje izbora</a>    

		</div>
    <div id="ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorEliminationInformation">
			
    <p>
        <span id="ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorEliminationInformation_VariableSelectorEliminationInformation_EliminationInformationText" class="variableselector_eliminationinformation_text">Za dimenzije oznaÄeno z </span><img id="ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorEliminationInformation_VariableSelectorEliminationInformation_EliminationInformationImage" class="variableselector_eliminationinformation_image" src="../../../../Resources/Images/mandatory.gif" alt="CtrlVariableSelectorEliminationTooltip" style="border-width:0px;" /><span id="ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorEliminationInformation_VariableSelectorEliminationInformation_EliminationInformationTextEnd" class="variableselector_eliminationinformation_text"> morate izbrati najmanj eno vrednost v vsakem oknu.</span>
    </p>

    

		</div>           
    
    
            <div class="variableselector_variable_box_container">
          
                <div id="ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorValueSelectRepeater_ctl01_VariableValueSelect">
			


<div class="variableselector_valuesselect_box">

<div id="ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorValueSelectRepeater_ctl01_VariableValueSelect_VariableValueSelect_ValuesSelectContainerPanel" onkeypress="javascript:return&#32;WebForm_FireDefaultButton(event,&#32;&#39;ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorValueSelectRepeater_ctl01_VariableValueSelect_VariableValueSelect_SearchValuesButton&#39;)">
				
    <div id="ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorValueSelectRepeater_ctl01_VariableValueSelect_VariableValueSelect_Panel1" class="variableselector_valuesselect_variabletitle_panel">
					
            <div class="variableselector_valuesselect_variabletitle_container">
                <span id="ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorValueSelectRepeater_ctl01_VariableValueSelect_VariableValueSelect_VariableTitle" class="variableselector_valuesselect_variabletitle">MESEC</span>
                <img id="ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorValueSelectRepeater_ctl01_VariableValueSelect_VariableValueSelect_EliminationImage" class="variableselector_valuesselect_elimination" src="../../../../Resources/Images/mandatory.gif" alt="CtrlVariableSelectorEliminationTooltip" style="border-width:0px;" />
            </div>
            
             
            <div><span id="ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorValueSelectRepeater_ctl01_VariableValueSelect_VariableValueSelect_VariableTitleSecond" class="variableselector_valuesselect_variabletitlesecond"></span></div>
    
				</div>

    <div id="ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorValueSelectRepeater_ctl01_VariableValueSelect_VariableValueSelect_EventButtons" class="variableselector_valuesselect_eventbutton_panel">
					
        <p>
        <input type="image" name="ctl00$ContentPlaceHolderMain$VariableSelector1$VariableSelector1$VariableSelectorValueSelectRepeater$ctl01$VariableValueSelect$VariableValueSelect$SearchButton" id="ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorValueSelectRepeater_ctl01_VariableValueSelect_VariableValueSelect_SearchButton" title="Napredno&#32;iskanje" class="variableselector_valuesselect_search_imagebutton" src="/SiStatData/WebResource.axd?d=5kLLjWzURNBdyovLpJmwuoUF4VVg0uYO6csTfE7aQFaySdUAv1gaRWyZfDkCHtODG31-Q04sukq9c9oIzfmiq2HFyyRL5kIlqQq13e98GjFiBvy2NLJ7op5whjNMDmDyXu48aC5X9E_kB2U9AH-KZA2&amp;t=637195340120000000" alt="Napredno&#32;iskanje" style="border-width:0px;" />
        
        <input type="image" name="ctl00$ContentPlaceHolderMain$VariableSelector1$VariableSelector1$VariableSelectorValueSelectRepeater$ctl01$VariableValueSelect$VariableValueSelect$SelectAllButton" id="ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorValueSelectRepeater_ctl01_VariableValueSelect_VariableValueSelect_SelectAllButton" title="Izberi&#32;vse" class="variableselector_valuesselect_select_all_imagebutton" src="/SiStatData/WebResource.axd?d=5kLLjWzURNBdyovLpJmwuoUF4VVg0uYO6csTfE7aQFaySdUAv1gaRWyZfDkCHtODG31-Q04sukq9c9oIzfmiq2HFyyRL5kIlqQq13e98GjFiBvy2NLJ7op5whjNMDmDyXu48aC5X9E_kB2U9AH-KZA2&amp;t=637195340120000000" alt="Izberi&#32;vse" onclick="return&#32;VariableSelector_SelectAllAndUpdateNrSelected(&#39;ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorValueSelectRepeater_ctl01_VariableValueSelect_VariableValueSelect_ValuesListBox&#39;,&#39;ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorValueSelectRepeater_ctl01_VariableValueSelect_VariableValueSelect_NumberValuesSelected&#39;,&#39;Stub&#39;,&#39;Cells&#39;);" style="border-width:0px;" />
        <input type="image" name="ctl00$ContentPlaceHolderMain$VariableSelector1$VariableSelector1$VariableSelectorValueSelectRepeater$ctl01$VariableValueSelect$VariableValueSelect$DeselectAllButton" id="ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorValueSelectRepeater_ctl01_VariableValueSelect_VariableValueSelect_DeselectAllButton" title="PoÄisti&#32;izbor" class="variableselector_valuesselect_deselect_all_imagebutton" src="/SiStatData/WebResource.axd?d=5kLLjWzURNBdyovLpJmwuoUF4VVg0uYO6csTfE7aQFaySdUAv1gaRWyZfDkCHtODG31-Q04sukq9c9oIzfmiq2HFyyRL5kIlqQq13e98GjFiBvy2NLJ7op5whjNMDmDyXu48aC5X9E_kB2U9AH-KZA2&amp;t=637195340120000000" alt="PoÄisti&#32;izbor" onclick="return&#32;VariableSelector_DeselectAllAndUpdateNrSelected(&#39;ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorValueSelectRepeater_ctl01_VariableValueSelect_VariableValueSelect_ValuesListBox&#39;,&#39;ctl00_ContentPlaceHolderMain_VariableSelector1_VariableSelector1_VariableSelectorValueSelectRepeater_ctl01_VariableValueSelect_VariableValueSelect_NumberValuesSelected&#39;,&#39;Stub&#39;,&#39;Cells&#39;);" style="border-width:0px;" />
